genre,mfcc,stft,chromagram,mel,contrast,tonnetz,emotion
1,-7.806582,0.09589581,0.4781483,0.08117751,22.198823261139786,0.020310879116417446,0
1,-7.975867,0.10645371,0.4742507,0.10950502,22.535939093442913,0.01650039835460913,0
1,-7.2117066,0.09365075,0.47644305,0.101845376,22.251793725998233,-0.001126416370472395,0
1,-7.6201897,0.091505,0.5093844,0.06672631,22.014860550871823,0.007283434521636274,0
1,-7.951228,0.09680498,0.4883535,0.11592284,22.462547638285013,0.008011999031715435,0
1,-7.662593,0.11438468,0.4604571,0.1348536,22.897135857789028,0.01991419539879884,0
1,-7.759378,0.09456824,0.49863097,0.08460628,21.918475028202497,0.021058369268704285,0
1,-7.7334914,0.0986522,0.49058726,0.088766456,21.901590266688896,0.008995638726197843,0
1,-8.42204,0.09557058,0.4739671,0.079411864,22.541017347160185,0.009837067662253092,0
1,-7.747126,0.11046865,0.4819111,0.12472484,22.1414613809574,0.018145821280173464,0
1,-7.7487717,0.115796044,0.45735142,0.128955,22.853849404338696,-0.009199322831964752,0
1,-7.8157244,0.12006294,0.48525307,0.14440353,22.49336227499169,-0.002187022926379977,0
1,-7.817897,0.1048313,0.5175481,0.089962795,22.42939235499075,-0.004902015674332712,0
1,-7.7061586,0.13751723,0.48498383,0.18705094,23.165290309041552,0.0012852141870789504,0
1,-8.321151,0.097275004,0.48458028,0.08457486,22.017363872356913,0.022143425637275765,0
1,-7.8583426,0.11155634,0.49776062,0.118416026,22.354459048933816,0.004046532975064891,0
1,-8.125105,0.112778015,0.46118513,0.11037556,22.62679120352723,0.00560908228503958,0
1,-7.809273,0.09793698,0.5336768,0.07392797,22.156387545391656,-0.004080789125402468,0
1,-7.898271,0.110687785,0.5195208,0.10999129,21.600404377837524,0.01437058850829564,0
1,-7.687625,0.12719432,0.49551392,0.111257985,22.675921156065517,0.0034310226973476945,0
1,-7.890784,0.1066449,0.51888007,0.07606758,21.875169470871633,0.005137143678699242,0
1,-7.714734,0.10512676,0.49001744,0.09318005,22.590353975370554,0.0013680160161028139,0
1,-8.202686,0.09838309,0.5444086,0.087917104,21.956856797417135,0.0176458376031583,0
1,-7.615631,0.11116298,0.5529968,0.10007175,21.680867022462355,0.01725513769160569,0
1,-7.882328,0.10532657,0.47809744,0.1428698,23.051419297888224,0.002321218296731361,0
1,-7.705606,0.10747097,0.50595015,0.089034766,22.42344194251538,-0.003923086094419881,0
1,-7.6502867,0.08780394,0.46606937,0.08583713,22.100837183272198,0.013671536365552205,0
1,-7.93477,0.103828065,0.46094885,0.09992705,22.295182043571177,0.010366000831689487,0
1,-7.976397,0.10354322,0.53876746,0.086702615,20.799706301393968,0.012418334863618362,0
1,-8.232952,0.10226469,0.4848778,0.1353444,22.861720046652277,0.010775939630791253,0
1,-7.9527993,0.110843934,0.466076,0.11352952,22.384490222272017,0.0040212016486631105,0
1,-7.791028,0.09018652,0.5064562,0.096593484,21.788584102141538,0.008047752263664774,0
1,-7.7190933,0.10267206,0.5059807,0.11574265,21.880792658484886,0.014849043608668807,0
1,-8.206002,0.10987948,0.509049,0.10841019,21.564697224177667,0.007463999630942096,0
1,-7.888568,0.12431409,0.498685,0.16085045,21.88987020311561,0.013938947947548306,0
1,-8.132932,0.111143015,0.43639722,0.14354055,22.957717369211906,0.0037798138927793382,0
1,-8.004602,0.10785729,0.5257807,0.110808805,21.60261529196131,0.0021395152843894094,0
1,-7.3676133,0.11705582,0.49996498,0.11117001,22.368546537937085,-0.006239809633057154,0
1,-7.3022437,0.13143809,0.50458413,0.1390702,21.792107766360964,-0.004675896931434387,0
1,-8.145436,0.115856454,0.46936917,0.109372884,22.913884235777594,0.0012722125425032082,0
1,-7.339368,0.111748464,0.56095165,0.08633577,21.156636522622954,0.016761018014220985,0
1,-7.578368,0.11249001,0.48944876,0.10704367,21.680674424323033,0.012819893092398034,0
1,-7.9084816,0.13072982,0.5224589,0.11266276,22.199796788895522,0.015482692107983935,0
1,-7.941226,0.102652915,0.47555384,0.15265866,22.069773705022037,-3.1143302489790706e-05,0
1,-8.0487995,0.102165475,0.52236766,0.07291767,22.20839816921069,0.010429470509580574,0
1,-7.578078,0.100814156,0.5258721,0.081098095,22.16817190763847,-0.0011671858473908737,0
1,-7.9121346,0.089313135,0.4558266,0.080751225,22.928521065057282,0.007865722067845625,0
1,-8.176259,0.10726478,0.47688413,0.09660013,22.920300145677626,0.010025853299802883,0
1,-7.7394,0.12516266,0.48770964,0.14594732,22.56755771603648,0.005568668128818555,0
1,-7.947596,0.10491543,0.4382029,0.11172992,23.09302890482487,-0.006479433036317673,0
1,-7.687111,0.14063698,0.4439834,0.2776472,23.45329498447402,-0.0020587861243413497,1
1,-7.9609923,0.12882346,0.37660456,0.240202,25.519929557792278,-0.01879531964762564,1
1,-8.067066,0.10919136,0.44063035,0.21082345,23.900235369355418,-0.007729257476259054,1
1,-7.287149,0.16089347,0.4757143,0.25225076,23.446503145072533,-0.02029127385825444,1
1,-8.150467,0.074756496,0.389859,0.11265308,23.990926072229083,0.030118894457435125,1
1,-7.7966795,0.14968194,0.39156032,0.37543112,24.7975456282198,0.011046500559078425,1
1,-7.7973037,0.10026074,0.39472306,0.13856785,24.813924265658304,0.003457788144778158,1
1,-7.7675295,0.09234963,0.41491857,0.12592027,24.430232871412933,-0.002367178394211335,1
1,-7.41269,0.15376712,0.33913025,0.3622874,26.501707192575974,0.036979215626481245,1
1,-7.930997,0.09310641,0.40334174,0.12939514,24.38187466193553,-0.01234765547439143,1
1,-7.9267807,0.10135794,0.38230154,0.12627226,25.25055387200959,-0.0014390268509332435,1
1,-8.187616,0.104182586,0.33794153,0.171493,24.94145827313503,0.031616549571840416,1
1,-7.7454963,0.13704713,0.45482838,0.18762797,24.451867415218878,-0.0017614824646238958,1
1,-7.7264495,0.11635647,0.40469322,0.1640597,24.856952771459788,-0.02342785028340809,1
1,-7.060373,0.16315597,0.43196502,0.29071242,24.57116008441002,-0.015262460487762702,1
1,-7.835163,0.13576744,0.39452705,0.27259845,25.05697181140199,-0.0034300129332397286,1
1,-7.5155687,0.1619531,0.38297227,0.398744,24.22779468506772,0.006070742388109116,1
1,-7.942159,0.110879034,0.436447,0.14336604,23.720573684533232,-0.025788975256690553,1
1,-8.340456,0.0954628,0.45808968,0.09029105,23.475233974829145,-0.006648299927439701,1
1,-7.8987885,0.14949463,0.44688192,0.2978489,23.84769768181395,0.010761121720217566,1
1,-7.5639772,0.18216625,0.47886038,0.3571995,23.79294277854604,0.03272281160055216,1
1,-7.668734,0.1292304,0.42488515,0.30296153,23.71651140952842,0.0029987476530370307,1
1,-7.9377337,0.10047905,0.46828428,0.13683565,23.2370502053361,-0.005589844061876512,1
1,-8.0362,0.091137394,0.45470282,0.09658915,23.334393390060363,0.006541244039921683,1
1,-7.892778,0.12635782,0.41611633,0.3688088,25.167608989191503,-0.007421247915891996,1
1,-8.06399,0.111438066,0.3916384,0.1821608,24.632167161947034,0.003377726264393447,1
1,-8.03689,0.1305136,0.37590182,0.22065987,24.269940480230453,-0.0020839444187132684,1
1,-8.491982,0.092961684,0.39290988,0.120375015,24.447335403228127,-0.028374822836941635,1
1,-8.035704,0.09587982,0.4489379,0.10166137,23.01140832537178,-0.010126836040154083,1
1,-8.258718,0.0974809,0.40539846,0.16634877,24.171032523854425,0.005286598890024766,1
1,-8.246401,0.09024981,0.3504362,0.106423505,24.821664383907017,0.022165548225606638,1
1,-7.5283713,0.14514005,0.472628,0.28164554,23.185684711741487,0.017766538115185408,1
1,-7.623356,0.10718139,0.49194106,0.16710263,23.065656699743638,0.013406520001223873,1
1,-8.5798855,0.09800047,0.45031592,0.17140815,24.00593579032006,0.007513094164793906,1
1,-7.596615,0.16524296,0.350354,0.45437682,25.22024372601087,0.019119746074543854,1
1,-7.188712,0.18888189,0.40025628,0.66686064,25.142967969373867,0.020014897890501978,1
1,-8.068455,0.09227156,0.36498535,0.12334032,25.588632111398503,0.009586337558407723,1
1,-7.587863,0.124629214,0.40318963,0.20244212,24.74572801534563,-0.026018728885144837,1
